Gender,Race_Ethnicity,Parental_Level_of_Education,Lunch,Test_Preparation,Maths_Score,Reading_Score,Writing_Score
Male,Group E,high school,Standard,None,73,39,31
Male,Group D,bachelor's degree,Standard,Completed,28,16,63
Female,Group C,bachelor's degree,Standard,None,74,50,54
Female,Group A,some college,Standard,Completed,1,63,79
Female,Group B,bachelor's degree,Free/Reduced,Completed,57,32,61
Female,Group A,bachelor's degree,Standard,None,3,90,97
Male,Group E,master's degree,Free/Reduced,Completed,17,26,88
Male,Group D,some college,Standard,None,18,26,91
Female,Group E,associate's degree,Standard,None,76,68,42
Female,Group A,high school,Free/Reduced,None,35,37,15
Male,Group A,some high school,Free/Reduced,Completed,65,81,33
Male,Group E,associate's degree,Free/Reduced,Completed,95,4,42
Female,Group B,master's degree,Free/Reduced,None,51,48,100
Female,Group B,bachelor's degree,Standard,None,77,11,83
Female,Group B,some college,Standard,Completed,81,41,60
Male,Group B,some high school,Free/Reduced,Completed,15,52,24
Male,Group A,bachelor's degree,Standard,Completed,95,57,64
Female,Group B,bachelor's degree,Standard,Completed,25,17,50
Female,Group A,bachelor's degree,Standard,None,11,44,45
Male,Group D,high school,Standard,None,72,82,17
Female,Group D,master's degree,Standard,Completed,48,83,86
Male,Group A,some college,Standard,None,95,43,55
Male,Group D,associate's degree,Free/Reduced,Completed,64,13,35
Male,Group A,master's degree,Free/Reduced,Completed,29,96,28
Female,Group D,master's degree,Standard,None,70,44,53
Female,Group D,bachelor's degree,Standard,Completed,90,6,22
Female,Group E,some college,Standard,None,33,1,43
Male,Group C,associate's degree,Standard,None,60,65,78
Male,Group D,bachelor's degree,Free/Reduced,None,73,90,28
Female,Group B,associate's degree,Free/Reduced,None,47,64,46
Female,Group E,associate's degree,Standard,Completed,63,78,90
Female,Group D,high school,Free/Reduced,None,5,38,34
Male,Group A,some college,Standard,Completed,62,1,8
Male,Group C,bachelor's degree,Standard,None,3,89,14
Female,Group B,some college,Standard,None,79,85,57
Male,Group C,bachelor's degree,Free/Reduced,None,4,82,76
Male,Group D,master's degree,Standard,Completed,37,34,86
Male,Group A,bachelor's degree,Free/Reduced,None,38,50,13
Male,Group E,associate's degree,Standard,Completed,99,35,16
Male,Group B,some college,Free/Reduced,None,43,23,53
Female,Group E,bachelor's degree,Free/Reduced,None,99,24,35
Male,Group B,some high school,Standard,Completed,18,69,53
Male,Group C,high school,Free/Reduced,None,79,72,23
Female,Group E,some high school,Standard,Completed,2,3,34
Female,Group D,master's degree,Free/Reduced,Completed,59,50,46
Female,Group A,some high school,Standard,Completed,0,31,45
Male,Group A,some high school,Free/Reduced,None,63,73,58
Female,Group E,high school,Free/Reduced,Completed,76,62,27
Female,Group E,some high school,Free/Reduced,None,19,42,93
Female,Group E,high school,Free/Reduced,None,0,28,96
Male,Group C,some college,Standard,Completed,35,35,30
Female,Group B,associate's degree,Free/Reduced,Completed,81,80,93
Male,Group B,associate's degree,Free/Reduced,Completed,97,98,84
Female,Group C,master's degree,Free/Reduced,Completed,78,46,69
Female,Group A,bachelor's degree,Standard,None,95,34,37
Female,Group E,some high school,Free/Reduced,None,74,9,52
Female,Group E,bachelor's degree,Free/Reduced,Completed,100,95,68
Male,Group B,high school,Free/Reduced,Completed,56,53,53
Female,Group D,high school,Standard,None,63,74,53
Female,Group E,associate's degree,Standard,Completed,99,45,39
Male,Group E,master's degree,Standard,None,88,35,56
Male,Group E,associate's degree,Standard,None,29,82,54
Female,Group D,master's degree,Free/Reduced,None,88,35,37
Female,Group E,some high school,Standard,None,10,65,14
Female,Group E,some college,Free/Reduced,Completed,29,52,89
Female,Group E,bachelor's degree,Free/Reduced,Completed,38,71,97
Male,Group A,high school,Standard,Completed,19,75,75
Male,Group A,some high school,Standard,None,49,31,19
Male,Group D,master's degree,Standard,None,64,7,34
Female,Group E,high school,Standard,Completed,23,0,71
Male,Group B,associate's degree,Free/Reduced,Completed,13,87,1
Female,Group D,associate's degree,Standard,Completed,9,20,29
Female,Group B,bachelor's degree,Free/Reduced,None,5,100,29
Male,Group E,bachelor's degree,Standard,None,55,3,80
Female,Group B,bachelor's degree,Standard,Completed,47,81,97
Male,Group C,some college,Free/Reduced,None,96,78,31
Female,Group B,high school,Standard,None,53,63,59
Male,Group D,master's degree,Free/Reduced,None,31,85,55
Female,Group E,some college,Free/Reduced,None,51,21,21
Female,Group E,master's degree,Standard,Completed,77,25,95
Female,Group C,some high school,Standard,Completed,14,9,65
Male,Group D,bachelor's degree,Free/Reduced,Completed,96,15,37
Male,Group E,some high school,Free/Reduced,None,72,12,72
Female,Group B,associate's degree,Standard,Completed,46,13,68
Male,Group E,some college,Standard,None,26,5,11
Female,Group A,master's degree,Free/Reduced,Completed,39,8,59
Male,Group C,high school,Standard,Completed,13,78,87
Female,Group C,high school,Free/Reduced,None,18,89,45
Male,Group A,associate's degree,Free/Reduced,Completed,52,62,70
Male,Group A,associate's degree,Standard,Completed,41,17,74
Male,Group E,master's degree,Free/Reduced,Completed,33,45,56
Female,Group D,bachelor's degree,Standard,None,9,29,85
Male,Group B,associate's degree,Free/Reduced,Completed,62,71,97
Male,Group A,some college,Standard,None,40,37,58
Female,Group C,some high school,Standard,Completed,84,65,6
Female,Group E,some college,Free/Reduced,None,34,10,92
Female,Group E,some high school,Standard,None,37,65,16
Male,Group A,high school,Free/Reduced,None,100,7,56
Female,Group D,bachelor's degree,Free/Reduced,None,7,47,1
Female,Group C,bachelor's degree,Standard,None,7,20,0
Male,Group D,associate's degree,Free/Reduced,None,87,70,4
Female,Group E,some college,Free/Reduced,Completed,70,61,24
Female,Group B,high school,Standard,None,80,43,60
Female,Group D,high school,Standard,Completed,39,81,10
Male,Group A,associate's degree,Standard,Completed,61,31,18
Male,Group E,some high school,Standard,Completed,100,26,81
Female,Group C,master's degree,Free/Reduced,Completed,60,99,79
Female,Group E,some high school,Free/Reduced,Completed,95,22,48
Female,Group D,bachelor's degree,Free/Reduced,None,42,50,4
Male,Group D,associate's degree,Free/Reduced,None,100,23,4
Female,Group A,high school,Free/Reduced,Completed,76,9,60
Female,Group C,associate's degree,Free/Reduced,Completed,18,86,32
Male,Group D,some high school,Free/Reduced,Completed,16,51,64
Male,Group E,some college,Standard,Completed,72,16,84
Female,Group C,master's degree,Standard,None,52,80,96
Male,Group B,some high school,Free/Reduced,Completed,75,92,74
Male,Group B,some high school,Standard,Completed,18,75,81
Male,Group C,master's degree,Standard,None,15,70,92
Female,Group E,bachelor's degree,Standard,None,2,12,37
Female,Group A,bachelor's degree,Free/Reduced,Completed,80,92,35
Male,Group B,associate's degree,Standard,Completed,64,59,96
Female,Group C,master's degree,Free/Reduced,Completed,82,92,85
Female,Group A,high school,Free/Reduced,Completed,65,10,81
Female,Group E,some college,Standard,None,39,40,3
Female,Group E,high school,Standard,None,14,1,84
Female,Group A,some high school,Standard,None,6,93,88
Male,Group B,bachelor's degree,Free/Reduced,None,14,11,89
Male,Group A,associate's degree,Free/Reduced,Completed,86,27,54
Female,Group E,some college,Free/Reduced,None,37,75,36
Male,Group C,some high school,Free/Reduced,None,55,48,40
Male,Group D,master's degree,Standard,None,99,40,10
Male,Group D,high school,Standard,None,77,13,9
Female,Group C,associate's degree,Free/Reduced,Completed,74,92,58
Female,Group D,high school,Free/Reduced,None,0,58,82
Female,Group B,high school,Free/Reduced,Completed,80,98,42
Male,Group D,high school,Free/Reduced,None,36,60,56
Female,Group C,bachelor's degree,Free/Reduced,Completed,72,69,87
Male,Group C,associate's degree,Free/Reduced,None,69,94,9
Male,Group A,bachelor's degree,Standard,None,24,49,81
Female,Group A,high school,Standard,None,73,11,91
Female,Group B,associate's degree,Standard,Completed,68,20,73
Male,Group D,high school,Free/Reduced,Completed,8,41,89
Female,Group B,associate's degree,Standard,None,88,4,23
Female,Group B,bachelor's degree,Standard,Completed,87,42,39
Male,Group B,bachelor's degree,Free/Reduced,Completed,50,63,94
Female,Group C,associate's degree,Standard,Completed,45,13,38
Male,Group B,some college,Free/Reduced,None,59,3,14
Male,Group B,high school,Standard,Completed,61,81,28
Male,Group E,bachelor's degree,Free/Reduced,Completed,31,55,39
Male,Group E,some high school,Standard,None,63,93,7
Female,Group A,some college,Free/Reduced,Completed,14,73,5
Female,Group D,bachelor's degree,Free/Reduced,None,17,53,67
Male,Group C,associate's degree,Free/Reduced,Completed,19,99,2
Male,Group A,associate's degree,Standard,Completed,19,96,98
Male,Group A,high school,Free/Reduced,None,57,16,42
Female,Group D,associate's degree,Free/Reduced,None,76,79,61
Female,Group B,bachelor's degree,Standard,Completed,13,82,75
Female,Group A,some college,Standard,Completed,52,48,54
Male,Group B,some high school,Standard,None,28,13,16
Male,Group D,some college,Free/Reduced,None,55,48,45
Female,Group D,master's degree,Free/Reduced,None,72,46,72
Female,Group D,bachelor's degree,Standard,None,23,30,2
Female,Group C,bachelor's degree,Free/Reduced,Completed,38,52,64
Male,Group D,associate's degree,Standard,Completed,24,44,48
Female,Group E,some high school,Free/Reduced,None,48,58,95
Male,Group D,some college,Free/Reduced,Completed,70,81,25
Female,Group E,bachelor's degree,Standard,None,62,81,49
Male,Group D,bachelor's degree,Free/Reduced,None,90,28,28
Male,Group C,high school,Free/Reduced,None,73,58,49
Male,Group B,high school,Free/Reduced,None,37,61,98
Male,Group A,some college,Free/Reduced,Completed,38,94,81
Female,Group C,master's degree,Free/Reduced,None,87,85,97
Male,Group D,associate's degree,Standard,Completed,8,97,82
Male,Group A,associate's degree,Free/Reduced,None,53,51,50
Male,Group E,bachelor's degree,Free/Reduced,Completed,32,100,19
Male,Group A,bachelor's degree,Free/Reduced,None,39,58,41
Male,Group C,some college,Free/Reduced,None,34,53,10
Male,Group C,associate's degree,Standard,Completed,63,70,94
Male,Group D,some high school,Free/Reduced,None,10,25,11
Female,Group B,some high school,Free/Reduced,None,44,73,32
Female,Group A,bachelor's degree,Free/Reduced,None,51,99,98
Male,Group B,master's degree,Standard,Completed,84,10,95
Female,Group C,high school,Free/Reduced,None,23,69,1
Female,Group A,master's degree,Free/Reduced,Completed,8,47,77
Male,Group C,bachelor's degree,Standard,None,0,51,53
Male,Group D,bachelor's degree,Standard,None,23,55,37
Male,Group C,master's degree,Free/Reduced,None,8,25,16
Female,Group B,master's degree,Standard,Completed,69,29,91
Male,Group C,high school,Standard,Completed,13,51,66
Male,Group C,associate's degree,Free/Reduced,Completed,71,53,90
Female,Group A,some high school,Free/Reduced,None,51,41,13
Female,Group B,associate's degree,Standard,Completed,7,88,89
Female,Group D,high school,Standard,Completed,41,80,69
Female,Group D,some high school,Standard,Completed,66,51,2
Female,Group C,associate's degree,Standard,None,73,31,80
Male,Group B,bachelor's degree,Standard,None,89,91,38
Male,Group D,some high school,Free/Reduced,Completed,70,26,63
Female,Group E,some high school,Standard,None,68,28,43
Male,Group E,master's degree,Free/Reduced,None,18,81,68
Male,Group D,some college,Free/Reduced,None,28,76,8
Female,Group A,some college,Free/Reduced,None,46,80,86
Female,Group B,some high school,Standard,Completed,57,14,81
Female,Group D,bachelor's degree,Standard,None,18,33,16
Female,Group A,associate's degree,Standard,None,19,98,75
Male,Group E,bachelor's degree,Free/Reduced,Completed,44,42,96
Female,Group D,master's degree,Standard,Completed,6,22,46
Female,Group B,master's degree,Free/Reduced,None,26,32,96
Female,Group E,some high school,Standard,None,4,59,26
Female,Group E,bachelor's degree,Free/Reduced,Completed,2,27,79
Male,Group A,associate's degree,Free/Reduced,Completed,43,8,37
Female,Group A,associate's degree,Free/Reduced,Completed,45,94,84
Female,Group C,bachelor's degree,Standard,None,85,59,22
Female,Group C,some college,Free/Reduced,Completed,47,36,36
Female,Group C,some college,Standard,Completed,24,34,12
Female,Group C,associate's degree,Standard,None,9,62,70
Female,Group A,high school,Free/Reduced,None,83,8,89
Female,Group D,bachelor's degree,Standard,None,86,67,25
Male,Group C,some college,Free/Reduced,None,70,40,57
Female,Group D,associate's degree,Free/Reduced,None,3,77,59
Male,Group C,bachelor's degree,Standard,Completed,48,10,41
Female,Group B,associate's degree,Free/Reduced,None,67,96,3
Female,Group C,high school,Standard,Completed,85,64,37
Female,Group B,some college,Standard,None,63,80,90
Male,Group D,some college,Standard,None,95,30,87
Female,Group B,master's degree,Free/Reduced,None,77,78,35
Male,Group B,master's degree,Standard,None,91,95,90
Female,Group D,some college,Standard,None,39,86,84
Female,Group C,some college,Free/Reduced,None,39,15,100
Female,Group B,some college,Standard,None,31,16,1
Male,Group A,some high school,Free/Reduced,Completed,74,75,68
Male,Group C,high school,Free/Reduced,Completed,87,40,19
Female,Group A,high school,Standard,None,65,13,87
Female,Group C,associate's degree,Free/Reduced,Completed,33,1,21
Male,Group E,some high school,Free/Reduced,None,8,77,40
Male,Group D,associate's degree,Standard,None,83,51,41
Female,Group C,high school,Free/Reduced,Completed,0,91,87
Male,Group A,some college,Free/Reduced,Completed,70,5,24
Female,Group A,associate's degree,Free/Reduced,None,14,90,62
Female,Group D,master's degree,Standard,Completed,96,1,55
Female,Group A,bachelor's degree,Free/Reduced,Completed,72,81,44
Female,Group B,master's degree,Standard,None,67,1,19
Male,Group C,master's degree,Standard,None,26,49,83
Female,Group C,some college,Free/Reduced,Completed,59,83,94
Male,Group C,associate's degree,Free/Reduced,None,24,36,43
Male,Group D,high school,Standard,Completed,22,45,27
Female,Group D,high school,Free/Reduced,Completed,33,71,89
Female,Group C,bachelor's degree,Standard,Completed,31,22,86
Male,Group A,associate's degree,Free/Reduced,None,25,78,82
Male,Group A,some high school,Free/Reduced,None,38,83,51
Female,Group E,some college,Free/Reduced,None,99,10,11
Male,Group E,high school,Standard,Completed,88,52,8
Male,Group E,some college,Free/Reduced,Completed,11,59,71
Female,Group A,associate's degree,Standard,None,13,54,77
Female,Group B,some high school,Free/Reduced,None,96,47,96
Female,Group E,master's degree,Standard,None,46,70,30
Male,Group D,associate's degree,Standard,None,47,40,34
Female,Group E,high school,Free/Reduced,None,94,9,46
Male,Group A,some high school,Free/Reduced,None,53,98,26
Male,Group D,master's degree,Free/Reduced,None,8,10,49
Female,Group B,high school,Free/Reduced,None,39,32,14
Female,Group A,bachelor's degree,Standard,None,10,0,22
Male,Group E,associate's degree,Standard,Completed,71,90,95
Male,Group A,some high school,Free/Reduced,Completed,84,2,73
Male,Group C,bachelor's degree,Standard,Completed,49,16,13
Female,Group B,bachelor's degree,Standard,None,93,65,6
Female,Group E,high school,Free/Reduced,None,4,59,24
Female,Group D,master's degree,Free/Reduced,Completed,98,33,36
Female,Group D,master's degree,Standard,None,85,64,39
Female,Group D,high school,Free/Reduced,Completed,75,86,33
Male,Group D,some college,Standard,None,49,46,85
Female,Group A,associate's degree,Standard,Completed,75,2,73
